Date_str,Station_id,Satellite_id,Azimuth,Elevation
20170102,nist,G29,171.4326913646329,6.299431671819488
20170106,nist,G29,-75.26724364479344,7.534842484229904
20170117,nist,G29,-74.56060202791993,8.18921658727851
20170401,nist,G29,-71.07389539851877,11.399106554280587
20170416,nist,G29,-69.29072477565695,13.264737717225106
20170505,nist,G29,-72.46992927580092,9.680310144529681
20170511,nist,G29,-72.62219815668884,9.479253497357988
20170518,nist,G29,-72.89701275691968,9.141682049645157
20170519,nist,G29,-72.2912983967295,9.780887339660053
20170519,nist,G29,-58.21944393101118,26.7773667435871
20170519,nist,G29,173.3048089054788,23.81977444126186
20170519,nist,G29,173.21142038562255,20.193795986449793
20170519,nist,G29,173.19492094728378,19.746045179432976
20170519,nist,G29,173.10654567289953,17.746619642065667
20170519,nist,G29,173.08367833464663,17.30577205395852
20170519,nist,G29,172.95096415737063,15.120762231840645
20170519,nist,G29,172.69144920692105,11.904543762232759
20170519,nist,G29,172.32874479607682,8.557407298159086
20170523,nist,G29,-73.07250052284485,8.92306580080433
20170528,nist,G29,-72.87908116174756,84.36949395645205
20170528,nist,G29,-74.83754371713016,84.53461480566317
20170528,nist,G29,-76.92202506964911,84.69246195735958
20170528,nist,G29,-79.13768254652383,84.84234113111059
20170528,nist,G29,-111.74604073710005,85.74193403120589
20170528,nist,G29,-128.3974641966151,85.56618503928736
20170528,nist,G29,-131.4947044753053,85.48653880062339
20170528,nist,G29,-145.06829006084695,84.90286243606285
20170528,nist,G29,-157.00476036670267,83.8977101665845
20170528,nist,G29,-168.2544584084918,82.03438992456005
20170528,nist,G29,-171.58897102033762,81.12785219111402
20170528,nist,G29,-173.63661151175774,80.42773681606148
20170528,nist,G29,-175.89748626730994,79.47367870856728
20170528,nist,G29,-176.39265066843825,79.23211980160114
20170528,nist,G29,-177.310744652225,78.7458799558476
20170528,nist,G29,-177.7365624201648,78.50132732200237
20170528,nist,G29,-178.52818565618819,78.00964144302186
20170528,nist,G29,-178.89629502740098,77.76260957516715
20170528,nist,G29,-179.24733695258791,77.51484658264413
20170528,nist,G29,-179.9019881878385,77.01729247208596
20170528,nist,G29,179.79267778380765,76.76757693738979
20170528,nist,G29,179.50095163830153,76.51728192765692
20170528,nist,G29,179.22210914480658,76.26643923906
20170528,nist,G29,178.9554736867273,76.01507862583063
20170528,nist,G29,178.70041258514223,75.76322796883392
20170528,nist,G29,172.9770822377904,55.382308948475064
20170528,nist,G29,172.96854502893262,54.86763418944443
20170528,nist,G29,173.08292846181618,44.44395337213682
20170528,nist,G29,172.88035966628044,13.556212557311744
20170528,nist,G29,172.82665028335944,12.914311507079384
20170528,nist,G29,172.75031509739165,12.063112396847576
20170528,nist,G29,172.53517078903025,9.958743437092807
20170530,nist,G29,172.11565416491368,6.6072109841683515
20170531,nist,G29,172.1159091901315,6.579090754862567
20170601,nist,G29,172.14554356203882,6.754082175257793
20170602,nist,G29,172.1458463610055,6.725923480057828
20170603,nist,G29,173.6409809796652,63.700597438990236
20170603,nist,G29,172.1461360759134,6.697772846558804
20170604,nist,G29,172.17563878730797,6.8729253517267175
20170605,nist,G29,172.1759761701388,6.844736290994222
20170606,nist,G29,172.17630048191944,6.816555281027507
20170607,nist,G29,172.17661172194144,6.788382326301367
20170607,nist,G29,-77.10817138734805,4.639172775407118
20170608,nist,G29,172.2060441195903,6.9636493170576825
20170609,nist,G29,172.2064029352881,6.935437958230304
20170610,nist,G29,172.20674869223086,6.907234643707909
20170611,nist,G29,172.2070813897174,6.879039377990783
20170612,nist,G29,172.23644396440633,7.054420778162197
20170613,nist,G29,172.23682414517506,7.02618713140403
20170613,nist,G29,-72.27145962330653,9.634467435502907
20170614,nist,G29,172.23719127949104,6.997961522546674
20170615,nist,G29,172.23754536668625,6.969743956087682
20170616,nist,G29,172.26683861030781,7.145239689339498
20170617,nist,G29,172.26724008821094,7.11698376485607
20170618,nist,G29,172.2676285319864,7.088735871865013
20170619,nist,G29,172.29679261838345,7.26439221731068
20170620,nist,G29,172.29722834655627,7.236106004723379
20170621,nist,G29,172.2976510535487,7.207827812703629
20170622,nist,G29,172.29806073872663,7.179557645769837
20170623,nist,G29,172.32715658644156,7.355328141918827
20170623,nist,G29,-77.02203021295999,4.618633799702795
20170624,nist,G29,172.3276134631721,7.327019678326401
20170625,nist,G29,172.32805733106207,7.298719228938991
20170626,nist,G29,172.35702534117272,7.474650076260106
20170627,nist,G29,172.35751629399857,7.446311368437325
20170628,nist,G29,-77.19858833653691,4.405917747068913
20170629,nist,G29,172.3584592113644,7.389657967386892
20170629,nist,G29,-77.17469323732288,4.423375226449652
20170630,nist,G29,172.38736008047974,7.5657027826871985
20170630,nist,G29,-77.29881643885518,4.290929832266776
20170630,nist,G29,-72.4591316868343,9.323487544479862
20170701,nist,G29,172.38787203269322,7.53734185049353
20170702,nist,G29,172.38837100133694,7.508988915316985
20170702,nist,G29,-77.25100689150683,4.325816895381491
20170703,nist,G29,172.41714535841615,7.685193820731418
20170704,nist,G29,172.41769121197467,7.656802688032041
20170704,nist,G29,-77.35121859517444,4.210872631425242
