Date_str,Station_id,Satellite_id,Azimuth,Elevation
20170101,nist,G18,125.4725541282318,5.3007014020667595
20170102,nist,G18,121.57532300553373,11.483087487983406
20170102,nist,G18,125.60218673414616,5.109124409117343
20170103,nist,G18,125.19132852974025,5.828879496729738
20170103,nist,G18,125.51661962611281,5.282058601709018
20170104,nist,G18,124.32709181599341,7.277766156907425
20170104,nist,G18,125.10424003586625,6.0018960930249365
20170104,nist,G18,125.53864667214391,5.272730176123574
20170105,nist,G18,125.01680492950604,6.174943001105311
20170106,nist,G18,121.05164380025055,12.357845847586612
20170106,nist,G18,121.42380852798645,11.812337356614098
20170106,nist,G18,124.59624671377838,6.894942637884665
20170106,nist,G18,124.70761177998837,6.7126410344789775
20170106,nist,G18,125.47484719969931,5.436392266594072
20170106,nist,G18,125.69008992844988,5.071725319745163
20170107,nist,G18,120.95057004896591,12.531112510955047
20170107,nist,G18,121.4474919605135,11.803732226554535
20170107,nist,G18,124.84089428035078,6.5211260642107565
20170107,nist,G18,125.17088605270659,5.974113255592231
20170107,nist,G18,125.60470492580089,5.244716790994882
20170107,nist,G18,125.71205609257608,5.06236385242647
20170108,nist,G18,121.83914459542707,11.249263063427858
20170108,nist,G18,122.20318149240468,10.703202004908288
20170108,nist,G18,122.68244263028657,9.97483697839056
20170108,nist,G18,123.03729590019877,9.428373322979867
20170108,nist,G18,124.30470457899284,7.42358287149155
20170108,nist,G18,124.75241841720378,6.694261371885902
20170108,nist,G18,125.1930940467316,5.964842885828179
20170108,nist,G18,125.62671669532375,5.235369624647637
20170109,nist,G18,125.21529835808663,5.9555678029788774
20170109,nist,G18,125.64872463055953,5.226017771735579
20170110,nist,G18,125.67072872544526,5.216661231719309
20170111,nist,G18,120.79522387220028,12.860701645128724
20170111,nist,G18,125.69272897392018,5.20730000406447
20170113,nist,G18,124.41761609612342,7.377948000849167
20170114,nist,G18,122.3436342909252,10.650663627826082
20170114,nist,G18,124.44018820848702,7.368806740960377
20170115,nist,G18,124.46275690924763,7.359660717099273
20170116,nist,G18,121.90558730773976,11.361838161441474
20170116,nist,G18,122.39043043667641,10.633112198129828
20170116,nist,G18,124.48532219215964,7.350509928391447
20170116,nist,G18,124.93150329913273,6.620553174684083
20170116,nist,G18,125.37062490843141,5.890510201929037
20170117,nist,G18,-137.1737665129626,9.10430619772529
20170117,nist,G18,119.53107183714047,14.809371155335125
20170117,nist,G18,121.92915879823524,11.353141229768665
20170117,nist,G18,122.41382445752842,10.624329232310206
20170117,nist,G18,122.89146968365613,9.89519966110791
20170117,nist,G18,123.24509493868652,9.348169423257051
20170117,nist,G18,124.95387286978774,6.611318313427377
20170117,nist,G18,125.28373071423877,6.0637332512881486
20170117,nist,G18,125.39279953800745,5.881197391090038
20170117,nist,G18,125.82464935081823,5.1510341683335
20170118,nist,G18,121.46121695363736,12.072978921678978
20170118,nist,G18,121.95272774457446,11.34443945432507
20170118,nist,G18,122.43721576830957,10.61554143060565
20170118,nist,G18,123.26816883069239,9.339233818037918
20170118,nist,G18,124.64255317734526,7.149675371794157
20170118,nist,G18,124.97623885548305,6.602078708207123
20170118,nist,G18,125.8466225047763,5.141640112618734
20170119,nist,G18,121.60845104256562,11.882238577448321
20170119,nist,G18,121.97629414014679,11.33573283356323
20170119,nist,G18,122.46060436247988,10.606748791599397
20170119,nist,G18,124.55299747134686,7.323028964547968
20170119,nist,G18,124.99860125003579,6.59283435828502
20170119,nist,G18,125.32816683517387,6.04513216894236
20170119,nist,G18,125.76139305425332,5.314821795330408
20170120,nist,G18,122.1215499172068,11.144785616491147
20170120,nist,G18,122.48399023349614,10.597951313870984
20170120,nist,G18,124.5755490204099,7.313859107839682
20170120,nist,G18,125.02096004726837,6.583585262936449
20170120,nist,G18,125.35037933072027,6.03582453812908
20170120,nist,G18,125.4593009757058,5.853230643073486
20170120,nist,G18,125.78340816961652,5.305437339607856
20170121,nist,G18,122.0234192525684,11.318305049908348
20170121,nist,G18,122.38704398095072,10.771469008818052
20170121,nist,G18,125.04331524100112,6.5743314214303314
20170121,nist,G18,125.37258810814537,6.0265121800421655
20170121,nist,G18,125.80541941556476,5.296048183941396
20170122,nist,G18,122.0469779562027,11.309583883944233
20170122,nist,G18,122.41046921653215,10.76268324268868
20170122,nist,G18,125.06566682505769,6.565072833047565
20170122,nist,G18,125.39479316131712,6.017195094039851
20170122,nist,G18,125.82742678603074,5.286654327821701
20170123,nist,G18,119.67729411906643,14.759623359813018
20170123,nist,G18,120.1943510509691,14.03234838106721
20170123,nist,G18,120.57751293484876,13.486554366556259
20170123,nist,G18,122.55413144222975,10.571529834299946
20170123,nist,G18,124.64318294819739,7.2863209195671885
20170123,nist,G18,125.08801479326206,6.555809497071561
20170123,nist,G18,125.41699448410972,6.007873279511715
20170123,nist,G18,125.849430274949,5.2772557707377175
20170124,nist,G18,122.09408762528776,11.292126996084017
20170124,nist,G18,122.57750635523892,10.562712987637454
20170124,nist,G18,125.11035913943422,6.546541412791939
20170124,nist,G18,125.5479169452779,5.815875553539351
20170124,nist,G18,125.871429876255,5.267852512185007
20170125,nist,G18,125.13269985740351,6.537268579495744
20170125,nist,G18,125.46138591404242,5.9892154623645375
20170125,nist,G18,125.57006150155686,5.806524975003843
20170126,nist,G18,114.92675417507927,21.072622835413224
20170126,nist,G18,115.07221313389398,20.89237905001577
20170126,nist,G18,125.48357600893209,5.979879458525077
20170126,nist,G18,125.91541739177656,5.249031888692301
20170127,nist,G18,125.50576234893462,5.970538723685583
20170127,nist,G18,125.93740529386666,5.239614522762485
