Date_str,Station_id,Satellite_id,Azimuth,Elevation
20170103,nist,G10,137.9145996134621,8.485117246552315
20170104,nist,G10,137.9313605887991,8.449731582559025
20170106,nist,G10,134.53282890771987,15.20331471463051
20170106,nist,G10,134.7468805039071,14.811444827482811
20170106,nist,G10,135.0638220549657,14.224006356093163
20170106,nist,G10,136.38042881922996,11.684087978922019
20170106,nist,G10,136.47791369286008,11.489125188250679
20170106,nist,G10,137.5148469169537,9.348928878553979
20170106,nist,G10,137.9648428169401,8.378966356616809
20170106,nist,G10,138.1411254609676,7.991515542453606
20170106,nist,G10,138.4873360807984,7.217565420583209
20170106,nist,G10,138.65726870219845,6.8310789826770675
20170106,nist,G10,138.90820729987294,6.25197806095224
20170107,nist,G10,138.4178755025709,7.375616445265963
20170107,nist,G10,139.00650524061012,6.02389437704858
20170108,nist,G10,136.6108360728085,11.2231218527945
20170108,nist,G10,137.90950449388066,8.502025907142018
20170108,nist,G10,138.1742164014769,7.9208089796563925
20170108,nist,G10,139.0221989373487,5.9886757556798145
20170109,nist,G10,138.19074199137256,7.885458816359187
20170112,nist,G10,138.66914431336173,6.812578752244035
20170115,nist,G10,138.20250202784595,7.866973325352002
20170116,nist,G10,136.75420904160623,10.938775641398523
20170117,nist,G10,136.38480981899392,11.682755573160394
20170117,nist,G10,137.15074017180024,10.124781247183893
20170117,nist,G10,137.8824380475978,8.571247291092842
20170117,nist,G10,138.14804774586128,7.989903914761847
20170117,nist,G10,138.74926035272046,6.636220276037347
20170118,nist,G10,137.16824836943988,10.089292099041044
20170118,nist,G10,137.89926749446857,8.53585279445149
20170118,nist,G10,138.16462319142147,7.954546951745184
20170118,nist,G10,138.7652436678275,6.6009551474721135
20170119,nist,G10,137.1857433132253,10.053804819744217
20170119,nist,G10,137.9160836840803,8.500460313166673
20170119,nist,G10,138.69708217615187,6.758802719209746
20170120,nist,G10,137.93288661471195,8.465069849853535
20170122,nist,G10,138.2307922915058,7.8131398216009655
20170123,nist,G10,138.15980338538392,7.9714208928826835
20170124,nist,G10,136.70537307876222,11.044022403084508
20170124,nist,G10,137.9109602108595,8.517376267173217
20170126,nist,G10,138.20950501500985,7.865355352225831
20170127,nist,G10,138.22604567122522,7.83000431331674
20170128,nist,G10,138.1549681035851,7.988298128163302
20170130,nist,G10,138.18815241808184,7.9175809977566205
20170201,nist,G10,138.22128360381407,7.846872126432087
20170201,nist,G10,138.73693210347048,6.686529678523739
20170201,nist,G10,139.07011511082743,5.914627483405946
