Date_str,Station_id,Satellite_id,Azimuth,Elevation
20180101,blyt,G14,88.35553088598918,13.796994828703413
20180101,blyt,G26,157.01108116107295,4.11136062969358
20180101,blyt,G26,156.86797079671112,4.253068721834744
20180101,blyt,G26,156.72493350275454,4.395215166797628
20180101,blyt,G26,156.58196633154932,4.537797722219885
20180101,blyt,G26,156.43906630420668,4.680814136521398
20180101,blyt,G26,156.15345560881414,4.968139488554733
20180101,blyt,G26,156.01073882595585,5.112443875830275
20180101,blyt,G26,155.86807695714288,5.257173020791973
20180101,blyt,G26,155.7254668658544,5.402324623723094
20180102,blyt,G03,43.44359679122572,2.7006722086357184
20180102,blyt,G11,-42.27468709641505,9.320947987261262
20180102,blyt,G16,-35.006243705129044,6.55722271551217
20180102,blyt,G16,-45.844667665394354,14.977412815449368
20180102,blyt,G25,67.02332616190394,12.79071942634953
20180102,blyt,G26,156.5243547328604,4.576108924526167
20180102,blyt,G26,156.38144782747614,4.719232795658133
20180102,blyt,G26,156.2386040729845,4.862787582811576
20180102,blyt,G26,156.09582041860864,5.006771012001649
20180102,blyt,G31,-63.971376457381716,6.321770906180485
20180102,blyt,G31,178.04335840612353,7.75336059546843
20180102,blyt,G31,177.95776033792222,7.940526004551846
20180102,blyt,G31,177.87241739120472,8.128149339371017
20180103,blyt,G11,41.22290040046568,4.885025165236223
20180104,blyt,G01,125.56083983437829,3.984957333731586
20180104,blyt,G06,-56.626516275149584,6.5237005933888375
20180104,blyt,G12,-69.69787334010876,3.637032835656438
20180104,blyt,G22,-70.16727208126107,6.745064812862613
20180104,blyt,G24,-42.57414762146354,11.47027515435957
20180104,blyt,G26,155.2701618054898,5.80952287160269
20180105,blyt,G06,-53.86395473451418,6.55233469544851
20180105,blyt,G11,-41.191082138982416,5.91820834747317
20180105,blyt,G20,-167.18511415486407,11.059165268369151
20180106,blyt,G15,-37.334300476900125,3.99252400426831
20180106,blyt,G25,33.83605341407434,3.108087455894502
20180106,blyt,G31,-64.07024744056113,6.363623753266932
20180107,blyt,G25,94.89123364628159,3.5505172303809727
20180107,blyt,G31,-64.14725924836777,6.366293491052902
20180108,blyt,G11,42.152006690496684,8.513808199546197
